category	key	tree_id	tree_name_en	tree_name_ko	english	korean	desc_en	desc_ko
node	Skills.Skill_ts85i_9_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Bulwark of Nature"	"자연 방벽"	"Whenever you cast a '{'Tempest'}' you also regain a portion of your Endurance Threshold as health."	"'{'폭풍'}'을 시전 시 일부의 인내력 한도를 회복하여 체력으로 합니다."
node	Skills.Skill_ts85i_10_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Druid's Call"	"드루이드의 부름"	"While transformed and you use any melee attack and hit at least one enemy you have a chance to cast each '{'Tempest'}' of a matching damage type.  This consumes mana equal to a portion of Tempest Strike's mana cost."	"변신된 후 임의의 근접 공격으로 최소한 한 명의 적군을 타격 시 해당 피해 유형에 맞는 각각의 '{'폭풍'}'을 발사할 기회가 있습니다.  폭풍 타격의 마나 소모가 동일한 마나를 소모하게 됩니다."
node	Skills.Skill_ts85i_11_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Attuned Slam"	"요마강타"	"Tempest Strike deals more damage (multiplicative with other modifiers) per 1 mana cost, but it also costs additional mana."	"마나 1포인트당 소모하면 폭풍 타격은 입히는 피해가 증가하지만(다른 수정치와 곱함) 부가로 마나를 소모됩니다."
node	Skills.Skill_ts85i_12_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Looming Gale"	"광풍임박"	"You now create a '{'Tempest Totem'}' that casts a '{'Tempest'}' of the corresponding strike that created the totem. You are limited to 1 of each type of totem."	"'{'폭풍 토템'}' 하나를 생성할 것이며 생성한 토템과 같은 유형의 '{'폭풍'}'을 시전합니다.각 유형의 토템을 1개로 제한합니다."
node	Skills.Skill_ts85i_13_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Rousing Symbols"	"흥분 기호"	"Your '{'Tempest Totems'}' gain a random amount of more cast speed (multiplicative with other modifiers) when summoned."	"'{'폭풍토템'}'을 소환 시 시전 속도가 증가하며(다른 수정치와 곱함) 수치는 랜덤합니다."
node	Skills.Skill_ts85i_14_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Sky Opener"	"천지개벽"	"You now expend '{'Storm Stacks'}' when you use Tempest Strike and hit at least one enemy with the melee attack.  '{'Storm Bolts'}' cast this way deal more damage."	"폭풍 타격을 사용하여 근접 타격하고 최소한 한 명의 적군을 명중 시 '{'폭풍 스택'}'을 소모할 것입니다.> 이런 방식으로 발사된 '{'폭풍 화살'}'을 인한 피해를 증가시킵니다."
node	Skills.Skill_ts85i_15_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Windfury Force"	"바람격노의 힘"	"Tempest Strike deals more damage (multiplicative with other modifiers) in a larger area."	"폭풍 타격이 피해 증가가 획득하여(다른 수정치와 곱함) 범위가 확대됩니다."
node	Skills.Skill_ts85i_16_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Heorot's Arsenal"	"헤오롯의 병기고"	"Tempest Strike deals additional melee damage per equipped axe or mace and additional spell damage while wielding a 2 handed weapon."	"폭풍 타격은 착용한 도끼나 망치에 따라 근접 피해를 부가하고 양손 무기를 사용 시 주문 피해를 부가합니다."
node	Skills.Skill_ts85i_17_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Firm Grip"	"굳건히 잡기"	"Tempest Strike deals more melee damage (multiplicative with other modifiers) in a larger area.  These effects are doubled while wielding a 2 handed weapon."	"폭풍 타격은 더 넓은 범위에 입히는 근접 피해가 증가합니다(다른 수정치와 곱함).   양손 무기를 사용 시 해당 효과는 두 배가 됩니다."
node	Skills.Skill_ts85i_18_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Calm Seas"	"고요 바다"	"Tempest Strike can no longer cast '{'Wind Tempest'}', but it does not remove the physical strike from the combo.  Additioanlly, Tempest Strike has increased attack speed and costs less mana."	"폭풍 타격은 더 이상 '{'바람 폭풍'}'을 시전할 수 없지만 연타 중의 물리 타격 피해를 제거하지는 않습니다.  또한 폭풍 타격의 공격 속도를 높이며 소모되는 마나가 감소합니다."
node	Skills.Skill_ts85i_19_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Crashing Waves"	"사나운 파도"	"Tempest Strike deals additional melee damage per 2 Attunement.  All the melee strikes have a higher chance to freeze enemies."	"조율력 2포인트마다 폭풍 타격의 근접 피해를 부가합니다.  모든 근접 타격은 더 높은 확률로 적군을 동결시킵니다."
node	Skills.Skill_ts85i_20_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Grounded Refuge"	"지면 피난처"	"Tempest Strike can no longer cast '{'Thunder Tempest'}', but it does not remove the lightning strike from the combo.  Additioanlly, Tempest Strike has increased attack speed and costs less mana."	"폭풍 타격은 더 이상 '{'번개 폭풍'}'을 시전할 수 없지만 연타 중의 번개 타격 피해를 제거하지는 않습니다.  또한 폭풍 타격의 공격 속도를 높이며 소모되는 마나가 감소합니다."
node	Skills.Skill_ts85i_23_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Resurgence of the Land"	"랜드의 부활"	"You recover mana if whenever you use Tempest Strike and it hits an enemy and it doesn't cast a '{'Tempest'}'."	"폭풍 타격으로 적군을 명중하지만 '{'폭풍'}'을 시전하지 않을 때마다 마나를 회복합니다."
node	Skills.Skill_ts85i_24_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Warm Shelter"	"따뜻한 대피소"	"Tempest Strike can no longer cast '{'Frigid Tempest'}', but it does not remove the cold strike from the combo.  Additioanlly, Tempest Strike has increased attack speed and costs less mana."	"폭풍 타격은 더 이상 '{'차가운 폭풍'}'을 시전할 수 없지만 연타 중의 냉기 타격 피해를 제거하지는 않습니다.  또한 폭풍 타격의 공격 속도를 높이며 소모되는 마나가 감소합니다."
node	Skills.Skill_ts85i_25_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Ancestral Swiftness"	"선조의 신속"	"Tempest Strike has increased attack speed and costs less mana."	"폭풍 타격은 공격 속도가 향상시키고 소모되는 마나가 감소합니다."
node	Skills.Skill_ts85i_26_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Soaring Blows"	"공중의 일격"	"Tempest Strike penetrates enemy resistances per your uncapped resistances corresponding to a specific type."	"폭풍 타격은 자체 절대 저항에 따라 적군의 저항을 관통하고 특정 유형의 저항와 서로 대응합니다."
node	Skills.Skill_ts85i_27_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Wind Booster"	"바람 부스터"	"Whenever you cast '{'Wind Tempest'}' you and your other allies it touches gain '{'Haste'}' for a short duration.  Additionally, Tempest Strike deals more damage (multiplicative with other modifiers) while you have Haste."	"'{'바람 폭풍'}'을 시전할 때마다 당신과 접촉된 아군들이 잠시 '{'기민'}' 효과를 획득할 것입니다.  또한 '{'기민'}' 가졌을 때 폭풍 타격의 피해를 증가합니다(다른 수정치와 곱함)."
node	Skills.Skill_ts85i_28_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Ceaseless Tyhoon"	"끊임없는 허리케인"	"Whenever you cast '{'Wind Tempest'}' you have a chance to also cast '{'Tornado'}'.  This consumes mana equal to a portion of Tornado's mana cost."	"'{'바람 폭풍'}'을 시전 시 부가로 '{'토네이도'}'를 시전합니다.  이것은 토네이도의 마나와 동등한 마나를 소모할 것입니다."
node	Skills.Skill_ts85i_29_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Devastating Whirlwind"	"파괴적인 선풍"	"'{'Tornados'}' cast from '{'Wind Tempest'}' deal more damage (multiplicative with other modifiers) in a larger area."	"'{'바람 폭풍'}'을 통해 시전한 토네이도는 더 넓은 범위에서 입히는 피해를 증가시킵니다(다른 수정치와 곱함)."
node	Skills.Skill_ts85i_32_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Coldest Night"	"콜디스트의 밤"	"'{'Frigid Tempest'}' chills on enemies it hits.  Additionally, Tempest Strike has a higher chance to freeze enemies."	"'{'차가운 폭풍'}' 적군을 타격 시 얼음결림을 발생시킵니다.  이 밖에 폭풍 타격은 더 높은 확률로 적군에게 동결을 일으킵니다."
node	Skills.Skill_ts85i_33_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Wrath of the Mountain"	"산의 분노"	"While channeling '{'Avalanche'}' you now also cast '{'Frigid Tempest'}' every second."	"'{'눈사태'}'를 지속적으로 채널링하면 매초 '{'차가운 폭풍'}'도 시전합니다."
node	Skills.Skill_ts85i_34_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Fulminating Strikes"	"폭발성 타격"	"'{'Thunder Tempest'}' shocks enemies it hits.  Additionally, Tempest Strike deals more damage (multiplicative with other modifiers) to shocked enemies."	"'{'번개 폭풍'}' 타격 시 충격을 일으킵니다.  또한 폭풍 타격은 충격된 적군에게 입히는 피해는 증가합니다(다른 수정치와 곱함)."
node	Skills.Skill_ts85i_35_Name	ts85i	"Tempest Strike"	"폭풍 맹공"	"Cloudburst Conduit"	"억수 폭우"	"Whenever you cast '{'Thunder Tempest'}' you also cast it around your nearest '{'Storm Totem'}'."	"'{'번개폭풍'}'을 시전 시마다 가장 가까운 '{'폭풍 토템'}'의 주변에 그것을 시전합니다."
node	Skills.Skill_rs31hi_0_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Ring Of Shields"	"공전하는 방패"	""	""
node	Skills.Skill_rs31hi_1_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Reinforcement"	"강화"	"You summon additional shields."	"추가적인 방패를 소환합니다"
node	Skills.Skill_rs31hi_2_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Healing Shields"	"치유 방패"	"Every 6 seconds each Shield heals nearby allies."	"6초마다 각 방패가 인근 아군을 치유합니다"
node	Skills.Skill_rs31hi_3_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Phalanx"	"팔랑크스"	"When Shields heal allies, they also increase their armor for 4 seconds. This effect does not stack."	"방패가 아군을 치유할 때, 4초 동안 아군의 방어력도 증가시킵니다. 이 효과는 중첩되지 않습니다"
node	Skills.Skill_rs31hi_4_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Sturdy Shields"	"튼튼한 방패"	"When Shields heal allies, they also grant them a non stacking increased block effectiveness buff for 4 seconds."	"방패가 아군을 치유할 때, 4초 동안 중첩되지 않는 차단 효과 증가 버프도 부여됩니다"
node	Skills.Skill_rs31hi_5_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"On the Path"	"가야 할 길"	"While using '{'Warpath'}', your Shields spin faster and take less damage (multiplicative with other modifiers)."	"'{'출정'}'을 사용하는 동안, 방패가 더 빠르게 회전하고 피해를 덜 받습니다(다른 변경자에 곱연산으로 적용)"
node	Skills.Skill_rs31hi_6_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Aegis of Life"	"생명의 이지스"	"Shields have increased healing effectiveness."	"방패의 치유 효과가 증가했습니다"
node	Skills.Skill_rs31hi_7_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Tempered Steel"	"단련된 강철"	"Ring of Shields costs less mana, but Shields have reduced health."	"공전하는 방패의 마나 소모량이 감폭되지만, 방패의 체력이 감소합니다"
node	Skills.Skill_rs31hi_8_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Martyr Shields"	"순교자 방패"	"You are healed any time one of your Shields dies."	"한 개의 방패가 파괴할 때마다 치유됩니다"
node	Skills.Skill_rs31hi_9_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Collateral Damage"	"부수적 피해"	"Shields shatter into '{'Shrapnel'}' when they die, dealing physical damage to surrounding enemies."	"방패가 파괴되면 '{'파편'}'으로 깨어져 주변 적에게 물리 피해를 입힙니다"
node	Skills.Skill_rs31hi_10_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Heavy Shrapnel"	"무거운 파편"	"'{'Shrapnel'}' created by your dying Shields has a signficantly increased chance to stun enemies."	"죽는 방패로 생성된 '{'파편'}'은 적을 기절시킬 확률이 크게 증가합니다"
node	Skills.Skill_rs31hi_11_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Defensive Shields"	"방어 방패"	"You have additional chance to block and a higher block effectiveness if you have cast Ring of Shields recently (last 4 seconds)."	"최근에 공전하는 방패를 시전한 경우(지난 4초 동안), 추가 차단 확률이 있으며 차단 효과가 높아집니다"
node	Skills.Skill_rs31hi_12_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Iron Form"	"철의 형태"	"You are invulnerable for 1 second after casting Ring of Shields, but you cannot move or use abilities."	"공전하는 방패를 시전한 후 1초 동안은 무적 상태이지만, 움직이거나 능력을 사용할 수 없습니다"
node	Skills.Skill_rs31hi_14_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Heavy Burden"	"무거운 부담"	"Shields have a chance to slow enemies that hit them."	"방패는 타격을 받은 적에게 둔화를 일으킬 확률이 있습니다"
node	Skills.Skill_rs31hi_16_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Banding"	"밴딩"	"Shields have increased health and additional physical resistance."	"방패의 체력이 증가하고 추가적인 물리 저항이 있습니다"
node	Skills.Skill_rs31hi_17_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Enduring Defense"	"인내의 방어"	"Ring of Shields lasts longer."	"공전하는 방패의 지속 시간이 더 길어집니다"
node	Skills.Skill_rs31hi_20_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Molten Shields"	"용해된 방패들"	"Shields take less fire damage (multiplicative with other modifiers), and have a chance to ignite enemies that hit them.   If you have the '{'Collateral Damage'}' node the base physical damage of the '{'Shrapnel'}' it creates is converted to fire damage."	"방패는 화염 피해를 감폭하며(다른 변경자에 곱연산으로 적용), 점화 확률이 있습니다.   '{'부수적 피해'}' 노드를 가지고 있다면 '{'파편'}'이 만들어내는 기본 물리 피해가 화염 피해로 변환됩니다"
node	Skills.Skill_rs31hi_22_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Fire Spin"	"화염 회전"	"Shields deal more damage (multiplicative with other modifiers) and shields rotate faster."	"방패는 추가 피해를 줍니다(다른 변경자에 곱연산으로 적용) 그리고 방패가 더 빠르게 회전합니다"
node	Skills.Skill_rs31hi_23_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Touched by Fire"	"화염의 손길"	"You deal additional fire damage with spells and attacks if you have cast Ring of Shields recently (last 4 seconds)."	"최근(지난 4초 이내) 공전하는 방패를 시전한 경우, 주문과 공격으로 추가 화염 피해가 주어집니다"
node	Skills.Skill_rs31hi_24_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Bastion"	"요새"	"Shields rotate around you at a greater distance."	"방패가 더 멀리 회전합니다"
node	Skills.Skill_rs31hi_26_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Amass"	"축적"	"Ring of Shields summons additional Shields, but costs more mana."	"공전하는 방패는 추가적인 방패를 소환하지만, 추가 마나가 소모됩니다"
node	Skills.Skill_rs31hi_28_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Wreathed in Flame"	"불꽃 장식"	"You deal increased melee fire damage if you have cast Ring of Shields recently (last 4 seconds)."	"최근 4초 이내에 공전하는 방패를 시전한 경우, 근접 화염 피해가 증가합니다"
node	Skills.Skill_rs31hi_13_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Rush Wall"	"돌진 벽"	"While using '{'Shield Rush'}', your Shields form a wall in front of you, increasing the area you hit."	"'{'방패 돌진'}'을 사용하는 동안, 방패들이 당신 앞에 벽을 형성하여 타격 범위를 증가시킵니다"
node	Skills.Skill_rs31hi_15_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Pulsing Shields"	"고동치는 방패"	"Shields push enemies away from you every 4 seconds."	"4초마다 방패가 적을 밀쳐냅니다"
node	Skills.Skill_rs31hi_18_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Coating"	"겉칠"	"Consuming a potion also heals your Shields."	"포션을 섭취하면 방어막도 치유됩니다"
node	Skills.Skill_rs31hi_19_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Shield Spike"	"방패 못"	"Shields reflect a percentage of damage taken to attackers."	"방패는 받은 피해의 일부를 공격자에게 반사합니다"
node	Skills.Skill_rs31hi_21_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Immolation"	"제물"	"Shields now emanate '{'Forge Flames'}', dealing fire damage over time to surrounding enemies."	"방패는 이제 주변 적에게 화염 지속 피해를 줍니다"
node	Skills.Skill_rs31hi_27_Name	rs31hi	"Ring Of Shields"	"공전하는 방패"	"Displacement"	"변위"	"Ring of Shields is cast at your target location instead, but Shields no longer follow you. Shields have more health (multiplicative with other modifiers) and last much longer."	"'{'원형 방패'}'는 목표 위치에 시전으로 전환하지만 방패는 더 이상 따라다니지 않습니다. 방패는 체력을 총 증가하며(다른 수정치와 곱함) 지속시간 훨씬 길어집니다."
node	Skills.Skill_sf5rd_0_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Spriggan Form"	"스프리건 형태"	""	""
node	Skills.Skill_sf5rd_2_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Overgrowth"	"과성장"	"'{'Vines'}' deal more damage and have more health (both multiplicative with other modifiers)."	"'{'덩굴'}'은 추가 피해를 입히며 추가 체력을 가지고 있습니다(둘 다 다른 변경자에 곱연산으로 적용)"
node	Skills.Skill_sf5rd_3_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Creeping Underbrush"	"서서히 다가오는 덤불"	"You now have a chance to summon a new Vine next to a nearby enemy when a '{'Vine'}' dies. Vines have increased attack and cast speed."	"당신은 이제 '{'덩굴'}'이 죽을 때 근처의 적 옆에 새로운 덩굴을 소환할 기회를 가지게 되었습니다. 덩굴은 공격 속도와 시전 속도가 증가합니다"
node	Skills.Skill_sf5rd_4_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Blades of the Forest"	"숲의 칼"	"After using Summon Vine, Human Form is now replaced with '{'Infestation'}', which converts your 2 nearest '{'Vines'}' into '{'Hives'}' and transforms you to '{'Swarmblade Form'}'.  This requires you to have Swarmblade Form unlocked."	"덩굴 소환을 사용한 후, 인간 형태는 이제 '{'감염'}'으로 대체됩니다. 이는 가장 가까운 2개의 '{'덩굴'}'을 '{'벌집'}'으로 변환하고 '{'스웜블레이드 형태'}'로 변신시킵니다.  이를 위해서는 스웜블레이드 형태가 잠금 해제되어 있어야 합니다"
node	Skills.Skill_sf5rd_5_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Garden of Rage"	"격분의 정원"	"Your '{'Vines'}' have a chance to grant you '{'Rage'}' on hit. Melee hits have a higher chance to grant Rage than spell hits.  If you have the '{'Great Vine'}' node the rage gained is 200% higher."	" '{'덩굴'}'은 타격 시 '{'격분'}'을 부여할 확률이 있습니다. 근접 공격은 주문 공격보다 더 높은 확률로 격분을 부여합니다.  '{'대형 덩굴'}' 노드를 가지고 있다면 획득한 격분이 200% 더 높아집니다."
node	Skills.Skill_sf5rd_6_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Great Vine"	"대형 덩굴"	"You can now only summon 1 '{'Vine'}' at a time up to a maximum of 6, but they have significantly more health, size, threat generation and their melee attacks deal significantly more damage in a larger area (all multiplicative with other modifiers).  Indirect casts only create a vine on every third cast."	"이제 한 번에 '{'덩굴'}'을 최대 6개까지만 소환할 수 있지만, 체력, 크기, 위협 생성량이 훨씬 더 많고 근접 공격이 더 넓은 범위에서 훨씬 더 큰 피해를 입힙니다(다른 변경자와 곱셈 연산).  간접 시전 시 세 번째 시전할 때마다 덩굴을 생성할 수 있습니다."
node	Skills.Skill_sf5rd_7_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Barbed Thicket"	"가시 돋은 덤불"	"You now have a chance to also cast Thorn Shield on the nearest '{'Vine'}' when you cast Thorn Shield. Other allies with Thorn Shield deal global increased physical damage and have a chance to cause enemies to bleed."	"가시 방패를 시전할 때, 가장 가까운 '{'덩굴'}'에게도 가시 방패를 시전할 수 있는 기회가 생깁니다. 다른 아군들도 가시 방패를 가지고 있을 경우, 전역적으로 증가된 물리 피해를 입히고 적에게 출혈을 일으킬 수 있는 기회가 있습니다"
node	Skills.Skill_sf5rd_8_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Spikeburst"	"급작스러운 폭발"	"'{'Thorn Burst'}' deals more damage (multiplicative with other modifiers) in a larger area."	"'{'가시 폭발'}'은 더 넓은 범위에서 추가 피해를 입힙니다(다른 변경자에 곱연산으로 적용)"
node	Skills.Skill_sf5rd_9_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Stinging Bramble"	"가시 돋친 브램블"	"'{'Thorn Burst'}' and Spirit Thorn hits have a chance to cause enemies to bleed."	"'{'가시 폭발'}'과 영혼 가시 타격 시 적에게 출혈을 일으킬 확률이 있습니다"
node	Skills.Skill_sf5rd_10_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Glacial Grove"	"빙하 숲"	"You now also have a chance to cast '{'Maelstrom'}' when you directly cast Thorn Shield."	"가시 방패를 직접 시전할 때 '{'소용돌이'}'를 시전할 확률이 있습니다"
node	Skills.Skill_sf5rd_11_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Ironbark"	"강철 나무껍질"	"You have additional armor and increased armor while in Spriggan Form."	"스프리건 형태 시 추가 방어력과 증가된 방어력이 있습니다"
node	Skills.Skill_sf5rd_12_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Deep Roots"	"깊은 뿌리"	"Thorn Shield lasts longer."	"가시 방패가 더 오래 지속됩니다"
node	Skills.Skill_sf5rd_13_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Eterra's Bulwark"	"에테라의 방벽"	"Thorn Shield grants additional armor and increased armor."	"가시 방패는 추가 방어력과 증가된 방어력을 부여합니다"
node	Skills.Skill_sf5rd_15_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Bulb Growth"	"구근 성장"	"Thorn Shield has a chance to recast itself on the same target when it expires."	"가시 방패는 만료될 때 동일한 대상에게 재시전될 확률이 있습니다"
node	Skills.Skill_sf5rd_16_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Briar Shell"	"들장미 껍질"	"Thorn Shield reflects additional flat damage to attackers."	"가시 방패는 공격자에게 추가 평탄한 피해를 반사합니다"
node	Skills.Skill_sf5rd_17_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Roar of the Woodland"	"삼림의 포효"	"After directly casting Thorn Shield, Human Form is now replaced with '{'Bark Skin'}', which adds 4 seconds to the duration of every Thorn Shield on you and transforms you to '{'Werebear Form'}'.  This requires you to have Werebear Form unlocked."	"가시 방패를 직접 시전한 후, 인간 형태는 이제 '{'나무껍질'}'로 대체되며, 당신에게 있는 모든 가시 방패의 지속 시간이 4초 늘어나고 '{'웨어베어 형태'}'로 변신합니다.  이를 위해서는 웨어베어 형태를 해제해야 합니다"
node	Skills.Skill_sf5rd_18_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Leaf Barrier"	"낙엽 장벽"	"You gain ward equal to your armor when you enter Spriggan Form."	"스프리건 형태로 변신할 때 방어력과 동일한 양의 와드를 획득합니다"
node	Skills.Skill_sf5rd_19_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Friend of the Forest"	"숲의 친구"	"You summon an additional '{'Spriggan'}' when you enter Spriggan Form which doesn't count towards your Spriggan limit, but does count towards your companion limit.  You will not summon an additional Spriggan if you are already at your maximum companion limit."	"스프리건 형태에 진입할 때 추가적인 '{'스프리건'}'을 소환합니다. 이는 스프리건 한도에 포함되지 않지만 소환수 한도에는 포함됩니다.  소환수 한도에 이미 도달한 경우 추가적인 스프리건은 소환되지 않습니다"
node	Skills.Skill_sf5rd_20_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Totem Warden"	"토템 문지기"	"Your '{'Healing Totems'}' have more health and duration (both multiplicative with other modifiers) and you have increased summoning speed while in Spriggan Form."	"'{'치유 토템'}'의 체력과 지속시간이 증폭됩니다(다른 변경자와 곱셈 연산). 또한, 스프리건 형태에서 소환 속도가 증가합니다"
node	Skills.Skill_sf5rd_21_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Spiked Totems"	"스파이크 토템"	"Healing Totems directly cast from this tree now also shoot thorns. '{'Thorn Totem's'}' skill tree, mana cost, cooldown and totem limit also apply to Healing Totems."	"이 트리에서 직접 시전되는 치유 토템은 이제 가시를 발사합니다. '{'가시 토템'}'의 스킬 트리, 마나 소모량, 쿨다운 및 토템 제한은 치유 토템에도 적용됩니다"
node	Skills.Skill_sf5rd_22_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Unbound Garden"	"무한의 정원"	"You now always summon 3 Healing Totems and you can have additional maximum Healing Totems."	"이제 항상 3개의 치유 토템을 소환하며, 추가로 최대 치유 토템을 가질 수 있습니다"
node	Skills.Skill_sf5rd_23_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Guardian of Nature"	"자연의 수호자"	"Healing Totems have increased healing effectiveness."	"치유 토템은 치유 효과 증가를 가지고 있습니다"
node	Skills.Skill_sf5rd_24_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Ire of Trees"	"나무의 분노"	"Healing Totems are converted to Fury Totems and now restore '{'Rage'}' instead of healing, but can only affect you."	"치유 토템은 격분 토템으로 변환되어 이제 치유 대신 '{'격분'}'을 회복하지만, 당신에게만 영향을 줄 수 있습니다"
node	Skills.Skill_sf5rd_25_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Wrath of the Glade"	"글레이드의 분노"	"You now have a chance to cast Spirit Thorns from each of your Healing Totems when you directly cast Spirit Thorns."	"직접 영혼 가시를 시전할 때마다 각각의 치유 토템에서 영혼 가시를 시전할 수 있는 기회가 생깁니다"
node	Skills.Skill_sf5rd_26_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Rose Meadow"	"장미 초원"	"Spirit Thorns and Thorn Shield deal more damage (multiplicative with other modifiers)."	"영혼 가시와 가시 방패는 추가 피해를 입힙니다(다른 변경자에 곱연산으로 적용)"
node	Skills.Skill_sf5rd_27_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Ancestral Call"	"선조의 부름"	"You gain '{'Rage'}' and ward when you directly cast Spirit Thorns and hit at least 1 enemy."	"영혼 가시를 직접 시전하여 적어도 하나의 적을 타격하면 '{'격분'}'과 와드를 획득합니다"
node	Skills.Skill_sf5rd_28_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Branch Storm"	"가지 폭풍"	"Spirit Thorns has a chance to pierce enemies (continue through targets they hit) and they penetrate enemy physical and cold resistance."	"영혼 가시는 적을 관통할 수 있는 확률이 있으며(타격한 대상을 관통하여 계속 전진), 적의 물리 및 냉기 저항을 관통합니다"
node	Skills.Skill_sf5rd_29_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Spiritwhisperer"	"정신의 속삭이는 자"	"You now summon a '{'Vale Spirit'}' every 5 direct casts with Spirit Thorns, up to a maximum."	"영혼 가시를 직접 시전할 때마다 최대치까지 '{'계곡 영혼'}'을 소환합니다. 5번마다 한 번씩 소환됩니다"
node	Skills.Skill_sf5rd_30_Name	sf5rd	"Spriggan Form"	"스프리건 형태"	"Cycle of Life"	"생명의 순환"	"Your Healing Totems have a chance to summon a '{'Vale Spirit'}' when they die."	"당신의 치유 토템이 죽을 때 '{'계곡 영혼'}'을 소환할 수 있는 기회가 있습니다"
